JDHEL V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C-K1 s6 C-K2 s7 C-K3 s8 C-K4 s9 K1-K2 s10 K1-K3 s11 K1-K4 s12 K2-K3 s13 K2-K4 s14 K3-K4 s15 HELCOR AIRMASS
Aperture: 2, Filter: IRCUT, JD: heliocentric
2461186.3418864 -0.41099 0.04544 -1.56835 0.11104 -1.37598 0.09419 -1.20457 0.08066 -0.38393 0.04513 -1.15736 0.11428 -0.96498 0.09798 -0.79358 0.08506 0.02706 0.05259 0.19237 0.14094 0.36378 0.13229 1.18442 0.11415 0.17141 0.11850 0.99205 0.09784 0.82064 0.08490 0.0037041 2.0327
2461186.3420885 -0.41700 0.04511 -1.50133 0.10705 -1.35036 0.09347 -1.16471 0.07664 -0.25509 0.04185 -1.08433 0.11044 -0.93336 0.09733 -0.74771 0.08131 0.16190 0.04988 0.15097 0.13747 0.33662 0.12663 1.24623 0.10914 0.18566 0.11538 1.09527 0.09586 0.90961 0.07954 0.0037041 2.0336
2461186.3422206 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.99993 0.09861 -1.00469 0.09816 -0.84682 0.08785 -0.08059 0.05326 -0.00477 0.12974 0.15310 0.12213 0.91933 0.10018 0.15787 0.12176 0.92410 0.09972 0.76623 0.08959 0.0037041 2.0341
2461186.3423537 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.08229 0.13428 0.37016 0.12112 1.05647 0.10505 0.28787 0.11632 0.97417 0.09947 0.68630 0.08082 0.0037041 2.0347
2461186.3424877 -0.38620 0.05376 -1.31799 0.10786 -1.10709 0.08740 -0.99936 0.08165 99.99999 9.99999 -0.93178 0.11251 -0.72088 0.09308 -0.61315 0.08771 99.99999 9.99999 0.21090 0.13193 0.31863 0.12820 99.99999 9.99999 0.10773 0.11154 99.99999 9.99999 99.99999 9.99999 0.0037041 2.0353
2461186.3426210 -0.73747 0.05782 -1.31189 0.09285 -1.32087 0.09303 -1.07726 0.07673 -0.44156 0.04792 -0.57442 0.10266 -0.58340 0.10283 -0.33979 0.08835 0.29591 0.06492 -0.00898 0.12590 0.23463 0.11439 0.87033 0.09743 0.24361 0.11453 0.87931 0.09760 0.63570 0.08222 0.0037041 2.0358
2461186.3428224 99.99999 9.99999 -1.30950 0.10273 -1.13506 0.09169 -1.07910 0.08583 -0.08039 0.04417 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.17444 0.13105 0.23040 0.12701 1.22911 0.10353 0.05596 0.11826 1.05467 0.09257 0.99871 0.08677 0.0037040 2.0367
2461186.3429547 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.18311 0.11046 -0.91806 0.08898 99.99999 9.99999 -0.28441 0.05890 0.26505 0.13280 99.99999 9.99999 0.89870 0.11484 99.99999 9.99999 0.63365 0.09436 99.99999 9.99999 0.0037040 2.0373
2461186.3430881 -0.48146 0.04263 -1.59306 0.10437 -1.48693 0.09050 -1.20035 0.07442 -0.46157 0.04161 -1.11160 0.10796 -1.00547 0.09461 -0.71889 0.07937 0.01989 0.04992 0.10613 0.13426 0.39271 0.12400 1.13150 0.10756 0.28658 0.11257 1.02536 0.09415 0.73878 0.07882 0.0037040 2.0378
2461186.3432234 -0.38579 0.04225 -1.52110 0.09842 -1.43095 0.09280 -1.12261 0.07088 -0.52808 0.04494 -1.13532 0.10135 -1.04516 0.09590 -0.73682 0.07489 -0.14230 0.05104 0.09015 0.13076 0.39849 0.11624 0.99302 0.10250 0.30834 0.11151 0.90286 0.09711 0.59452 0.07645 0.0037040 2.0384
2461186.3433579 -0.38733 0.04116 -1.49688 0.09622 -1.52559 0.09750 -1.30321 0.08154 -0.39436 0.04169 -1.10955 0.09935 -1.13826 0.10059 -0.91588 0.08521 -0.00703 0.04848 -0.02871 0.13298 0.19367 0.12176 1.10252 0.09957 0.22238 0.12277 1.13123 0.10081 0.90885 0.08547 0.0037040 2.0390
2461186.3435547 -0.30135 0.04421 -1.18293 0.08247 -1.37632 0.09812 99.99999 9.99999 -0.39865 0.04750 -0.88158 0.08541 -1.07497 0.10060 99.99999 9.99999 -0.09730 0.05244 -0.19339 0.12234 99.99999 9.99999 0.78428 0.08716 99.99999 9.99999 0.97767 0.10209 99.99999 9.99999 0.0037040 2.0399
2461186.3436867 -0.48116 0.04301 -1.53497 0.09486 -1.35080 0.08374 -1.21748 0.07194 -0.48537 0.04260 -1.05381 0.09878 -0.86964 0.08815 -0.73632 0.07703 -0.00421 0.05073 0.18418 0.12214 0.31749 0.11438 1.04960 0.09860 0.13332 0.10534 0.86543 0.08795 0.73211 0.07681 0.0037040 2.0405
2461186.3438208 -0.28869 0.04470 -1.29683 0.09510 -1.17888 0.08612 -1.08312 0.08115 -0.23115 0.04396 -1.00815 0.09754 -0.89019 0.08880 -0.79443 0.08399 0.05754 0.04901 0.11795 0.12219 0.21371 0.11874 1.06568 0.09720 0.09576 0.11168 0.94773 0.08843 0.85197 0.08360 0.0037040 2.0411
2461186.3439531 -0.48770 0.04570 -1.52863 0.10964 -1.34788 0.08769 -1.29809 0.08528 -0.40212 0.04288 -1.04093 0.11365 -0.86018 0.09265 -0.81039 0.09038 0.08559 0.05228 0.18075 0.13608 0.23054 0.13454 1.12652 0.11254 0.04979 0.11734 0.94577 0.09129 0.89597 0.08898 0.0037040 2.0417
2461186.3440862 -0.43830 0.04105 -1.49106 0.09211 -1.40047 0.08797 -1.13915 0.06952 -0.37115 0.03908 -1.05276 0.09572 -0.96217 0.09174 -0.70085 0.07423 0.06715 0.04696 0.09059 0.12335 0.35191 0.11095 1.11991 0.09489 0.26132 0.10753 1.02932 0.09087 0.76800 0.07316 0.0037040 2.0422
2461186.3442826 -0.61473 0.04508 -1.43518 0.08682 -1.44461 0.08808 -1.11736 0.06495 -0.39605 0.04006 -0.82046 0.09270 -0.82988 0.09388 -0.50264 0.07263 0.21868 0.05159 -0.00942 0.11966 0.31782 0.10383 1.03914 0.09037 0.32725 0.10488 1.04856 0.09158 0.72132 0.06962 0.0037039 2.0431
2461186.3444151 -0.43473 0.04775 -1.39142 0.09581 -1.34659 0.09490 -0.98698 0.07105 99.99999 9.99999 -0.95669 0.10015 -0.91186 0.09928 -0.55225 0.07681 99.99999 9.99999 0.04483 0.12945 0.40444 0.11313 99.99999 9.99999 0.35961 0.11236 99.99999 9.99999 99.99999 9.99999 0.0037039 2.0437
2461186.3445485 -0.59895 0.04644 -1.53468 0.09494 -1.51620 0.09744 -1.24131 0.07312 99.99999 9.99999 -0.93574 0.10080 -0.91725 0.10315 -0.64236 0.08058 99.99999 9.99999 0.01849 0.13228 0.29338 0.11555 99.99999 9.99999 0.27489 0.11760 99.99999 9.99999 99.99999 9.99999 0.0037039 2.0443
2461186.3446826 -0.61809 0.04556 -1.37645 0.08116 -1.39798 0.08204 -1.23029 0.07050 -0.38656 0.04008 -0.75836 0.08745 -0.77990 0.08826 -0.61220 0.07766 0.23153 0.05164 -0.02153 0.11091 0.14616 0.10268 0.98990 0.08472 0.16769 0.10337 1.01143 0.08557 0.84373 0.07458 0.0037039 2.0449
2461186.3448174 -0.43461 0.04051 -1.54698 0.09987 -1.40943 0.08517 -1.22998 0.07455 -0.33747 0.03946 -1.11236 0.10268 -0.97482 0.08844 -0.79537 0.07827 0.09714 0.04611 0.13755 0.12711 0.31700 0.12025 1.20951 0.10227 0.17945 0.10835 1.07196 0.08797 0.89251 0.07773 0.0037039 2.0455
2461186.3450187 -0.49552 0.04064 -1.65641 0.10148 -1.35226 0.07834 -1.23984 0.07022 -0.31170 0.03787 -1.16089 0.10460 -0.85674 0.08234 -0.74432 0.07466 0.18382 0.04558 0.30415 0.12420 0.41657 0.11925 1.34470 0.10355 0.11242 0.10030 1.04055 0.08101 0.92813 0.07319 0.0037039 2.0465
2461186.3451514 -0.43367 0.04571 -1.26194 0.08784 -1.18855 0.08114 -0.92093 0.06666 -0.30287 0.04351 -0.82827 0.09198 -0.75488 0.08561 -0.48727 0.07204 0.13080 0.05137 0.07339 0.11382 0.34101 0.10399 0.95907 0.09091 0.26762 0.09840 0.88568 0.08445 0.61807 0.07066 0.0037039 2.0471
2461186.3452849 -0.60452 0.04480 -1.60835 0.09812 -1.36574 0.08097 -1.27648 0.07386 -0.36010 0.03741 -1.00383 0.10354 -0.76122 0.08747 -0.67196 0.08093 0.24442 0.04994 0.24261 0.12357 0.33187 0.11903 1.24825 0.10057 0.08926 0.10535 1.00564 0.08392 0.91639 0.07708 0.0037039 2.0477
2461186.3454191 99.99999 9.99999 -1.44287 0.09666 -1.26347 0.08158 -0.96896 0.06411 -0.20153 0.03764 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.17940 0.12163 0.47391 0.11068 1.24134 0.09775 0.29451 0.09778 1.06194 0.08287 0.76743 0.06575 0.0037039 2.0483
2461186.3455536 -0.39936 0.03820 -1.52825 0.09176 -1.41909 0.08516 -1.20208 0.06999 -0.36146 0.03817 -1.12889 0.09425 -1.01974 0.08783 -0.80272 0.07322 0.03789 0.04382 0.10916 0.12114 0.32617 0.11101 1.16679 0.09424 0.21702 0.10561 1.05763 0.08782 0.84061 0.07321 0.0037038 2.0489
2461186.3457511 -0.47172 0.04346 -1.33267 0.08543 -1.32348 0.08441 -1.09596 0.07143 -0.21044 0.03737 -0.86095 0.08991 -0.85176 0.08895 -0.62425 0.07674 0.26128 0.04672 0.00919 0.11542 0.23671 0.10630 1.12223 0.08713 0.22752 0.10548 1.11304 0.08614 0.88552 0.07347 0.0037038 2.0498
2461186.3458833 -0.35257 0.04336 99.99999 9.99999 -1.46303 0.10266 -1.02026 0.07066 -0.30474 0.04183 99.99999 9.99999 -1.11046 0.10565 -0.66769 0.07495 0.04783 0.04872 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.44277 0.11948 1.15829 0.10503 0.71552 0.07407 0.0037038 2.0505
2461186.3461484 -0.51364 0.04692 -1.23415 0.08020 -1.22857 0.08319 -1.08042 0.07345 99.99999 9.99999 -0.72051 0.08572 -0.71493 0.08853 -0.56678 0.07945 99.99999 9.99999 0.00558 0.10985 0.15373 0.10268 99.99999 9.99999 0.14815 0.10503 99.99999 9.99999 99.99999 9.99999 0.0037038 2.0517
2461186.3462811 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.13697 0.11041 0.15118 0.11428 1.11777 0.08802 0.01422 0.10791 0.98080 0.07959 0.96659 0.08488 0.0037038 2.0523
2461186.3464762 -0.46678 0.04302 -1.40622 0.09237 -1.24274 0.07943 -0.96720 0.06340 99.99999 9.99999 -0.93944 0.09650 -0.77596 0.08420 -0.50042 0.06928 99.99999 9.99999 0.16348 0.11735 0.43902 0.10715 99.99999 9.99999 0.27554 0.09622 99.99999 9.99999 99.99999 9.99999 0.0037038 2.0533
2461186.3466086 -0.35906 0.04146 -1.43675 0.09060 -1.27790 0.08235 -1.00927 0.06472 -0.21447 0.03858 -1.07768 0.09333 -0.91884 0.08535 -0.65020 0.06850 0.14459 0.04463 0.15884 0.11736 0.42748 0.10574 1.22228 0.09209 0.26864 0.09877 1.06344 0.08399 0.79480 0.06680 0.0037038 2.0539
2461186.3467412 99.99999 9.99999 -1.44579 0.08682 -1.25385 0.07562 -1.24479 0.07637 -0.43567 0.04118 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.19194 0.11072 0.20099 0.11124 1.01012 0.09076 0.00905 0.10273 0.81818 0.08011 0.80913 0.08082 0.0037038 2.0545
2461186.3468744 -0.39214 0.03718 -1.52055 0.08685 -1.42378 0.08222 -1.27834 0.07054 -0.48968 0.03940 -1.12841 0.08967 -1.03165 0.08520 -0.88621 0.07398 -0.09754 0.04527 0.09676 0.11584 0.24220 0.10786 1.03087 0.09062 0.14544 0.10417 0.93411 0.08619 0.78867 0.07512 0.0037037 2.0552
2461186.3470078 -0.28649 0.03721 -1.37931 0.08345 -1.40118 0.08678 -1.15095 0.06913 -0.16678 0.03436 -1.09282 0.08569 -1.11469 0.08894 -0.86446 0.07182 0.11971 0.03951 -0.02187 0.11614 0.22836 0.10362 1.21253 0.08449 0.25023 0.10632 1.23440 0.08779 0.98417 0.07039 0.0037037 2.0558
2461186.3472074 -0.47560 0.03814 -1.50251 0.08238 -1.36549 0.07405 -1.16577 0.06351 -0.37364 0.03667 -1.02691 0.08567 -0.88989 0.07771 -0.69018 0.06774 0.10196 0.04358 0.13702 0.10663 0.33674 0.09960 1.12887 0.08503 0.19972 0.09283 0.99185 0.07700 0.79213 0.06692 0.0037037 2.0568
2461186.3473398 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.97653 0.08221 -0.94528 0.08023 -0.82391 0.07312 0.06048 0.04254 0.03125 0.10626 0.15262 0.10100 1.03701 0.08163 0.12137 0.09940 1.00576 0.07964 0.88439 0.07248 0.0037037 2.0574
2461186.3474731 -0.53561 0.03898 -1.45595 0.07767 -1.52201 0.08547 -1.33297 0.07249 -0.41341 0.03677 -0.92035 0.08191 -0.98640 0.08934 -0.79736 0.07701 0.12220 0.04504 -0.06605 0.11178 0.12299 0.10220 1.04254 0.08088 0.18904 0.10825 1.10860 0.08840 0.91956 0.07592 0.0037037 2.0581
2461186.3486457 99.99999 9.99999 -1.48370 0.08218 -1.65736 0.10056 -1.14705 0.06420 -0.48273 0.03896 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.17367 0.12663 0.33664 0.10022 1.00096 0.08626 0.51031 0.11578 1.17463 0.10393 0.66432 0.06935 0.0037036 2.0639
2461186.3488416 -0.47671 0.03816 -1.44755 0.08105 -1.38502 0.07485 -1.19886 0.06485 -0.41658 0.03525 -0.97084 0.08475 -0.90831 0.07884 -0.72215 0.06942 0.06013 0.04308 0.06252 0.10643 0.24868 0.09966 1.03097 0.08348 0.18616 0.09468 0.96844 0.07747 0.78229 0.06786 0.0037036 2.0649
2461186.3489739 -0.40432 0.03577 -1.39772 0.07523 -1.38918 0.07565 -1.06908 0.05743 -0.32227 0.03380 -0.99340 0.07821 -0.98486 0.07862 -0.66476 0.06129 0.08205 0.04000 0.00854 0.10277 0.32864 0.09020 1.07545 0.07733 0.32010 0.09056 1.06691 0.07774 0.74681 0.06016 0.0037036 2.0655
2461186.3491066 -0.20858 0.03685 -1.37877 0.08876 -1.14620 0.07517 -0.97108 0.06551 -0.16109 0.03640 -1.17019 0.09014 -0.93762 0.07680 -0.76250 0.06737 0.04749 0.03966 0.23257 0.11143 0.40768 0.10516 1.21768 0.08996 0.17511 0.09397 0.98510 0.07658 0.80999 0.06713 0.0037036 2.0662
2461186.3492407 -0.49559 0.03683 -1.54401 0.08655 -1.36795 0.07359 -1.15754 0.06139 -0.47666 0.03606 -1.04842 0.08989 -0.87236 0.07750 -0.66195 0.06602 0.01893 0.04348 0.17605 0.11019 0.38647 0.10244 1.06734 0.08958 0.21041 0.09175 0.89129 0.07714 0.68088 0.06560 0.0037036 2.0669
2461186.3493737 -0.35397 0.03579 -1.40305 0.07845 -1.33744 0.07467 -1.20429 0.06840 -0.27947 0.03448 -1.04908 0.08129 -0.98347 0.07765 -0.85033 0.07164 0.07450 0.04053 0.06561 0.10442 0.19876 0.10003 1.12358 0.08072 0.13314 0.09709 1.05797 0.07705 0.92482 0.07100 0.0037036 2.0676
2461186.3495729 -0.49997 0.03625 -1.52471 0.08203 -1.39580 0.07269 -1.27976 0.06633 -0.56419 0.03892 -1.02474 0.08538 -0.89583 0.07646 -0.77979 0.07044 -0.06422 0.04556 0.12891 0.10612 0.24495 0.10186 0.96052 0.08655 0.11604 0.09451 0.83161 0.07776 0.71557 0.07185 0.0037035 2.0686
2461186.3497056 -0.41795 0.03438 -1.53435 0.08222 -1.35405 0.06979 -1.34115 0.06893 -0.46787 0.03543 -1.11640 0.08488 -0.93610 0.07291 -0.92320 0.07208 -0.04992 0.04123 0.18030 0.10437 0.19320 0.10380 1.06648 0.08531 0.01290 0.09426 0.88618 0.07341 0.87328 0.07259 0.0037035 2.0693
2461186.3498394 -0.45691 0.03991 -1.53559 0.09206 -1.39276 0.08039 -1.17821 0.06928 -0.32419 0.03699 -1.07868 0.09566 -0.93585 0.08448 -0.72130 0.07399 0.13272 0.04520 0.14283 0.11841 0.35738 0.11116 1.21140 0.09448 0.21455 0.10170 1.06857 0.08314 0.85402 0.07246 0.0037035 2.0700
2461186.3499724 -0.47604 0.03605 -1.57808 0.08330 -1.48904 0.07851 -1.30026 0.06698 -0.46977 0.03530 -1.10203 0.08642 -1.01300 0.08182 -0.82422 0.07083 0.00628 0.04215 0.08904 0.11105 0.27782 0.10322 1.10831 0.08611 0.18878 0.09940 1.01927 0.08149 0.83049 0.07045 0.0037035 2.0707
2461186.3501064 -0.53141 0.03679 -1.58492 0.08801 -1.44507 0.07505 -1.25789 0.06548 -0.41924 0.03438 -1.05351 0.09120 -0.91367 0.07876 -0.72648 0.06971 0.11217 0.04187 0.13985 0.11223 0.32703 0.10607 1.16568 0.09025 0.18718 0.09559 1.02583 0.07766 0.83865 0.06847 0.0037035 2.0713
2461186.3503042 -0.49796 0.03416 -1.60776 0.08323 -1.45488 0.07381 -1.23767 0.05941 -0.41752 0.03260 -1.10980 0.08620 -0.95692 0.07714 -0.73971 0.06350 0.08044 0.03956 0.15288 0.10822 0.37010 0.09896 1.19024 0.08559 0.21722 0.09118 1.03736 0.07646 0.82015 0.06267 0.0037035 2.0724
2461186.3505718 -0.37936 0.03446 -1.43682 0.07621 -1.41279 0.07390 -1.18346 0.06391 -0.43695 0.03672 -1.05747 0.07856 -1.03343 0.07633 -0.80411 0.06670 -0.05759 0.04139 0.02404 0.10221 0.25336 0.09523 0.99987 0.07958 0.22932 0.09339 0.97584 0.07737 0.74651 0.06789 0.0037035 2.0738
2461186.3507048 99.99999 9.99999 -1.42109 0.08108 -1.23749 0.06976 -1.15965 0.06771 -0.48193 0.04159 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.18360 0.10254 0.26144 0.10116 0.93916 0.08590 0.07784 0.09233 0.75556 0.07530 0.67772 0.07341 0.0037035 2.0745
2461186.3508385 -0.21145 0.03290 -1.34884 0.07797 -1.34680 0.07778 -1.06927 0.06098 -0.48327 0.03951 -1.13739 0.07921 -1.13535 0.07902 -0.85782 0.06256 -0.27182 0.04191 0.00204 0.10603 0.27958 0.09440 0.86557 0.08218 0.27753 0.09424 0.86353 0.08199 0.58599 0.06627 0.0037034 2.0752
2461186.3509725 -0.64353 0.03689 -1.49265 0.07339 -1.48334 0.07029 -1.39566 0.06591 -0.70484 0.03830 -0.84912 0.07789 -0.83982 0.07498 -0.75213 0.07089 -0.06131 0.04635 0.00930 0.09822 0.09699 0.09513 0.78781 0.07857 0.08769 0.09276 0.77850 0.07569 0.69081 0.07163 0.0037034 2.0759
2461186.3511672 -0.38474 0.03291 -1.48108 0.07634 -1.44436 0.07356 -1.23373 0.06125 -0.38629 0.03256 -1.09634 0.07881 -1.05962 0.07612 -0.84898 0.06430 -0.00155 0.03799 0.03672 0.10266 0.24735 0.09423 1.09479 0.07866 0.21063 0.09199 1.05807 0.07597 0.84744 0.06412 0.0037034 2.0769
2461186.3513004 -0.42590 0.03352 -1.61332 0.08540 -1.49412 0.07618 -1.33167 0.06622 -0.49064 0.03517 -1.18742 0.08781 -1.06822 0.07887 -0.90576 0.06929 -0.06474 0.04066 0.11920 0.11131 0.28165 0.10474 1.12268 0.08845 0.16245 0.09737 1.00348 0.07958 0.84102 0.07010 0.0037034 2.0777
2461186.3514333 99.99999 9.99999 -1.58273 0.07930 -1.46689 0.06933 -1.23702 0.05894 -0.54467 0.03437 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.11584 0.10226 0.34572 0.09553 1.03806 0.08266 0.22988 0.08743 0.92222 0.07315 0.69235 0.06340 0.0037034 2.0784
2461186.3515676 -0.46100 0.03306 -1.52741 0.07781 -1.40468 0.07169 -1.17255 0.05631 -0.46097 0.03383 -1.06641 0.08057 -0.94368 0.07467 -0.71155 0.06006 0.00003 0.03976 0.12273 0.10265 0.35486 0.09257 1.06644 0.08089 0.23213 0.08749 0.94371 0.07502 0.71158 0.06049 0.0037034 2.0791
2461186.3518765 -0.39882 0.03811 -1.33783 0.07315 -1.16629 0.06398 99.99999 9.99999 -0.21883 0.03359 -0.93901 0.07706 -0.76747 0.06842 99.99999 9.99999 0.17999 0.04143 0.17153 0.09262 99.99999 9.99999 1.11900 0.07493 99.99999 9.99999 0.94746 0.06601 99.99999 9.99999 0.0037034 2.0808
2461186.3520087 -0.39507 0.03178 -1.44682 0.07145 -1.50267 0.07497 -1.23187 0.06184 -0.42870 0.03283 -1.05175 0.07375 -1.10760 0.07717 -0.83679 0.06449 -0.03363 0.03758 -0.05585 0.10025 0.21496 0.09085 1.01812 0.07421 0.27081 0.09364 1.07397 0.07760 0.80316 0.06501 0.0037034 2.0815
2461186.3521413 -0.46906 0.03327 -1.50110 0.07400 -1.48617 0.07482 -1.18552 0.05659 -0.35058 0.03192 -1.03204 0.07670 -1.01712 0.07749 -0.71647 0.06007 0.11847 0.03775 0.01492 0.10185 0.31557 0.08932 1.15052 0.07612 0.30065 0.09000 1.13559 0.07692 0.83494 0.05933 0.0037033 2.0822
2461186.3522763 -0.25169 0.03358 -1.42993 0.08092 -1.25665 0.07128 -1.06416 0.06074 99.99999 9.99999 -1.17824 0.08255 -1.00496 0.07313 -0.81247 0.06289 99.99999 9.99999 0.17328 0.10376 0.36577 0.09683 99.99999 9.99999 0.19249 0.08893 99.99999 9.99999 99.99999 9.99999 0.0037033 2.0830
2461186.3524093 -0.46509 0.03138 -1.56919 0.07591 -1.46543 0.07102 -1.18466 0.05437 -0.38464 0.03055 -1.10411 0.07838 -1.00034 0.07366 -0.71958 0.05777 0.08045 0.03625 0.10376 0.10101 0.38453 0.09008 1.18455 0.07805 0.28077 0.08600 1.08079 0.07330 0.80003 0.05732 0.0037033 2.0837
2461186.3526081 -0.42189 0.03147 -1.57192 0.08118 -1.62521 0.08173 -1.29795 0.06372 -0.49127 0.03398 -1.15003 0.08323 -1.20332 0.08376 -0.87606 0.06631 -0.06938 0.03862 -0.05328 0.11232 0.27397 0.09999 1.08066 0.08421 0.32726 0.10043 1.13394 0.08474 0.80668 0.06754 0.0037033 2.0848
2461186.3527407 -0.51806 0.03326 -1.53506 0.07473 -1.55707 0.07425 -1.36273 0.06411 -0.42687 0.03157 -1.01700 0.07772 -1.03901 0.07727 -0.84467 0.06758 0.09119 0.03812 -0.02202 0.10221 0.17232 0.09510 1.10818 0.07701 0.19434 0.09473 1.13020 0.07655 0.93586 0.06676 0.0037033 2.0855
2461186.3528738 -0.35663 0.03486 -1.43623 0.07804 -1.25530 0.06636 -1.09737 0.05672 -0.34031 0.03299 -1.07960 0.08051 -0.89867 0.06925 -0.74074 0.06008 0.01632 0.03848 0.18093 0.09834 0.33886 0.09211 1.09592 0.07972 0.15793 0.08245 0.91499 0.06833 0.75706 0.05902 0.0037033 2.0863
2461186.3530083 -0.49330 0.03411 -1.56969 0.08003 -1.45562 0.07094 -1.23041 0.05925 -0.53914 0.03382 -1.07639 0.08313 -0.96232 0.07443 -0.73711 0.06338 -0.04584 0.04063 0.11406 0.10383 0.33928 0.09622 1.03055 0.08301 0.22521 0.08881 0.91648 0.07430 0.69127 0.06323 0.0037033 2.0870
2461186.3531411 -0.44133 0.03273 -1.55127 0.07857 -1.43041 0.06924 -1.14793 0.05703 -0.41383 0.03287 -1.10994 0.08096 -0.98908 0.07194 -0.70660 0.06029 0.02750 0.03824 0.12086 0.10138 0.40334 0.09347 1.13744 0.08102 0.28248 0.08577 1.01658 0.07200 0.73410 0.06036 0.0037033 2.0877
2461186.3533391 -0.47991 0.03082 -1.71781 0.08144 -1.48579 0.06541 -1.37835 0.06174 -0.51867 0.03277 -1.23789 0.08370 -1.00587 0.06821 -0.89844 0.06470 -0.03876 0.03805 0.23202 0.10166 0.33945 0.09934 1.19914 0.08444 0.10743 0.08668 0.96712 0.06911 0.85968 0.06565 0.0037033 2.0889
2461186.3534714 -0.47516 0.03286 -1.44008 0.06778 -1.47580 0.07132 -1.34787 0.06315 -0.50265 0.03403 -0.96492 0.07093 -1.00064 0.07432 -0.87272 0.06652 -0.02749 0.03994 -0.03572 0.09507 0.09220 0.08910 0.93743 0.07148 0.12793 0.09183 0.97315 0.07485 0.84522 0.06711 0.0037032 2.0896
2461186.3536039 -0.45714 0.03468 -1.47251 0.07399 -1.49061 0.07793 -1.26547 0.06297 -0.40071 0.03319 -1.01538 0.07721 -1.03348 0.08100 -0.80834 0.06673 0.05643 0.03987 -0.01810 0.10408 0.20704 0.09340 1.07180 0.07656 0.22514 0.09656 1.08990 0.08037 0.86476 0.06597 0.0037032 2.0904
2461186.3537382 -0.20734 0.03558 -1.41041 0.08336 -1.33794 0.08112 -1.17221 0.06981 -0.23510 0.03624 -1.20307 0.08453 -1.13060 0.08232 -0.96487 0.07120 -0.02776 0.03884 0.07247 0.11162 0.23820 0.10369 1.17531 0.08480 0.16572 0.10190 1.10283 0.08260 0.93711 0.07153 0.0037032 2.0911
2461186.3538714 -0.52959 0.03596 -1.39679 0.07179 -1.37460 0.06786 -1.03048 0.05210 -0.45729 0.03473 -0.86720 0.07581 -0.84501 0.07210 -0.50089 0.05751 0.07230 0.04242 0.02220 0.09518 0.36631 0.08467 0.93950 0.07523 0.34412 0.08136 0.91730 0.07150 0.57319 0.05675 0.0037032 2.0919
2461186.3540709 -0.42065 0.03350 -1.52853 0.07935 -1.51176 0.07877 -1.22475 0.05989 -0.29689 0.03146 -1.10788 0.08163 -1.09111 0.08107 -0.80410 0.06289 0.12376 0.03684 0.01677 0.10838 0.30378 0.09554 1.23164 0.08081 0.28701 0.09507 1.21487 0.08025 0.92786 0.06182 0.0037032 2.0930
2461186.3543361 -0.49533 0.03611 -1.46110 0.08119 -1.66835 0.09846 -1.08094 0.05780 -0.39520 0.03544 -0.96578 0.08444 -1.17302 0.10116 -0.58562 0.06229 0.10012 0.04236 -0.20724 0.12458 0.38016 0.09575 1.06590 0.08415 0.58740 0.11077 1.27314 0.10092 0.68574 0.06190 0.0037032 2.0945
2461186.3544707 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.88024 0.07974 -0.87958 0.07742 -0.54825 0.06135 0.12561 0.04217 0.00066 0.10212 0.33199 0.09056 1.00585 0.07883 0.33133 0.08852 1.00519 0.07648 0.67386 0.06017 0.0037032 2.0953
2461186.3546039 99.99999 9.99999 -1.43278 0.07543 -1.45349 0.08191 -1.08422 0.05633 -0.22486 0.03081 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.02071 0.10779 0.34856 0.08990 1.20792 0.07654 0.36927 0.09540 1.22863 0.08294 0.85936 0.05781 0.0037032 2.0961
2461186.3548026 -0.45899 0.03640 -1.40541 0.07515 -1.36928 0.07217 -1.33795 0.07005 99.99999 9.99999 -0.94642 0.07894 -0.91030 0.07611 -0.87896 0.07410 99.99999 9.99999 0.03613 0.10058 0.06746 0.09906 99.99999 9.99999 0.03133 0.09682 99.99999 9.99999 99.99999 9.99999 0.0037031 2.0972
